FB0	0
FB1	1
FB10	10
FB100	185
FB1000	1085
FB1001	1086
FB1002	1087
FB1003	1088
FB1004	1089
FB1005	1090
FB1006	1091
FB1007	1092
FB1008	1093
FB1009	1094
FB101	186
FB1010	1095
FB1011	1096
FB1012	1097
FB1013	1098
FB1014	1099
FB1015	1100
FB1016	1101
FB1017	1102
FB1018	1103
FB1019	1104
FB102	187
FB1020	1105
FB1021	1106
FB1022	1107
FB1023	1108
FB1024	1109
FB1025	1110
FB1026	1111
FB1027	1112
FB1028	1113
FB1029	1114
FB103	188
FB1030	1115
FB1031	1116
FB1032	1117
FB1033	1118
FB1034	1119
FB1035	1120
FB1036	1121
FB1037	1122
FB1038	1123
FB1039	1124
FB104	189
FB1040	1125
FB1041	1126
FB1042	1127
FB1043	1128
FB1044	1129
FB1045	1130
FB1046	1131
FB1047	1132
FB1048	1133
FB1049	1134
FB105	190
FB1050	1135
FB1051	1136
FB1052	1137
FB1053	1138
FB1054	1139
FB1055	1140
FB1056	1141
FB1057	1142
FB1058	1143
FB1059	1144
FB106	191
FB1060	1145
FB1061	1146
FB1062	1147
FB1063	1148
FB1064	1149
FB1065	1150
FB1066	1151
FB1067	1152
FB1068	1153
FB1069	1154
FB107	192
FB1070	1155
FB1071	1156
FB1072	1157
FB1073	1158
FB1074	1159
FB1075	1160
FB1076	1161
FB1077	1162
FB1078	1163
FB1079	1164
FB108	193
FB1080	1165
FB1081	1166
FB1082	1167
FB1083	1168
FB1084	1169
FB1085	1170
FB1086	1171
FB1087	1172
FB1088	1173
FB1089	1174
FB109	194
FB1090	1175
FB1091	1176
FB1092	1177
FB1093	1178
FB1094	1179
FB1095	1180
FB1096	1181
FB1097	1182
FB1098	1183
FB1099	1184
FB11	11
FB110	195
FB1100	1185
FB1101	1186
FB1102	1187
FB1103	1188
FB1104	1189
FB1105	1190
FB1106	1191
FB1107	1192
FB1108	1193
FB1109	1194
FB111	196
FB1110	1195
FB1111	1196
FB1112	1197
FB1113	1198
FB1114	1199
FB1115	1200
FB1116	1201
FB1117	1202
FB1118	1203
FB1119	1204
FB112	197
FB1120	1205
FB1121	1206
FB1122	1207
FB1123	1208
FB1124	1209
FB1125	1210
FB1126	1211
FB1127	1212
FB1128	1213
FB1129	1214
FB113	198
FB1130	1215
FB1131	1216
FB1132	1217
FB1133	1218
FB1134	1219
FB1135	1220
FB1136	1221
FB1137	1222
FB1138	1223
FB1139	1224
FB114	199
FB1140	1225
FB1141	1226
FB1142	1227
FB1143	1228
FB1144	1229
FB1145	1230
FB1146	1231
FB1147	1232
FB1148	1233
